Lote_Piloto;Tamanho_MB;Nome_Original;Novo_Nome_Padronizado;Pasta_Pai;Caminho_Completo_Original
NAO;2449,64;Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA.mp4;Philadelphia.1993.1080p.H265.mp4;Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA[TGx];/mnt/Media/filmes/OLD/Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA[TGx]/Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA.mp4
NAO;2432,51;Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG.mkv;Star.Wars.Episode.IV.A.New.Hope.1977.1080p.H265.mkv;Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/StarWars/Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG/Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2411,30;Captain.Marvel.2019.1080p.WEBRip.x264-RARBG.mkv;Captain.Marvel.2019.1080p.H265.mkv;Captain.Marvel.2019.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/Franquias/Marvel-DC/Captain.Marvel.2019.1080p.WEBRip.x264-RARBG/Captain.Marvel.2019.1080p.WEBRip.x264-RARBG.mkv
NAO;2377,24;Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG.mkv;Alita.Battle.Angel.2019.1080p.H265.mkv;Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2019/Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG/Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2366,77;Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG.mp4;Remo.Williams.The.Adventure.Begins.1985.1080p.H265.mp4;Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG/Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2366,61;Everest.2015.1080p.BluRay.H264.AAC-RARBG.mp4;Everest.2015.1080p.H265.mp4;Everest.2015.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/escalada/Everest.2015.1080p.BluRay.H264.AAC-RARBG/Everest.2015.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2362,14;Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv;Spiderman.2002.1080p.H265.mkv;Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Marvel-DC/Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG/Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2358,77;Hellboy.2019.1080p.WEBRip.x264-RARBG.mkv;Hellboy.2019.1080p.H265.mkv;Hellboy.2019.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/Franquias/Marvel-DC/Hellboy.2019.1080p.WEBRip.x264-RARBG/Hellboy.2019.1080p.WEBRip.x264-RARBG.mkv
NAO;2346,16;71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv;71.Into.The.Fire.2010.1080p.H265.mkv;71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT/71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2337,51;The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv;The.Host.2006.1080p.H265.mkv;The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT/The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2337,23;The.Bricklayer.2023.1080p.WebRip.X264.Will1869.mp4;The.Bricklayer.2023.1080p.H265.mp4;The.Bricklayer.2023.1080p.WebRip.X264.Will1869;/mnt/Media/filmes/2023/The.Bricklayer.2023.1080p.WebRip.X264.Will1869/The.Bricklayer.2023.1080p.WebRip.X264.Will1869.mp4
NAO;2327,46;A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv;A.Girl.At.My.Door.2014.1080p.H265.mkv;A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT/A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2314,20;American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew.mkv;American.Ultra.2015.1080p.H265.mkv;American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew;/mnt/Media/filmes/American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew/American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew.mkv
NAO;2289,71;Robocop.2014.1080p.BluRay.H264.AAC-RARBG.mkv;Robocop.2014.1080p.H265.mkv;Robocop.2014.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Robocop.2014.1080p.BluRay.H264.AAC-RARBG/Robocop.2014.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2268,68;Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT.mkv;Air.Doll.2009.1080p.H265.mkv;Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT/Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2268,55;The.Post.2017.1080p.BluRay.H264.AAC-RARBG.mkv;The.Post.2017.1080p.H265.mkv;The.Post.2017.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2017/The.Post.2017.1080p.BluRay.H264.AAC-RARBG/The.Post.2017.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2265,56;Passengers.2016.1080p.BluRay.H264.AAC-RARBG.mkv;Passengers.2016.1080p.H265.mkv;Passengers.2016.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2016/Passengers.2016.1080p.BluRay.H264.AAC-RARBG/Passengers.2016.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2263,53;Kandahar.2023.1080p.WEBRip.x264.AAC5.1-LAMA.mp4;Kandahar.2023.1080p.H265.mp4;Kandahar (2023) 1080p WEBRip 5.1-LAMA;/mnt/Media/filmes/2023/Kandahar (2023) 1080p WEBRip 5.1-LAMA/Kandahar.2023.1080p.WEBRip.x264.AAC5.1-LAMA.mp4
NAO;2260,53;BlackBerry.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4;BlackBerry.2023.1080p.H265.mp4;2023;/mnt/Media/filmes/2023/BlackBerry.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4
NAO;2252,58;Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG.mkv;Assassins.Creed.2016.1080p.H265.mkv;Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2016/Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG/Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2247,61;Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG.mkv;Taken.3.2014.1080p.H265.mkv;Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Taken/Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG/Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2245,97;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4;Elite.Squad.The.Enemy.Within.2010.1080p.H265.mp4;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/OLD/Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT/Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4
NAO;2245,97;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4;Elite.Squad.The.Enemy.Within.2010.1080p.H265.mp4;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT/Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4
NAO;2239,05;Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4;Elite.Squad.2007.1080p.H265.mp4;Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT/Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT.mp4
NAO;2238,79;Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG.mp4;Life.as.We.Know.It.2010.1080p.H265.mp4;Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG/Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2233,23;The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG.mkv;The.Secret.Life.of.Walter.Mitty.2013.1080p.H265.mkv;The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG/The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2216,13;The.Debt.2010.1080p.BluRay.H264.AAC-RARBG.mp4;The.Debt.2010.1080p.H265.mp4;The.Debt.2010.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/The.Debt.2010.1080p.BluRay.H264.AAC-RARBG/The.Debt.2010.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2213,18;Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG.mkv;Edge.of.Tomorrow.2014.1080p.H265.mkv;Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG/Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2209,31;Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX.mp4;Bleeding.Steel.2017.1080p.H265.mp4;Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX;/mnt/Media/filmes/2017/Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX/Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX.mp4
NAO;2205,54;Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG.mkv;Godzilla.vs.Kong.2021.1080p.H265.mkv;Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Godzilla/Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG/Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2204,03;Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4].mp4;Prisoners.2013.720p.H265.mp4;Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4];/mnt/Media/filmes/OLD/Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4]/Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4].mp4
NAO;2200,75;Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869.mp4;Elemental.2023.1080p.H265.mp4;Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869;/mnt/Media/filmes/2023/Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869/Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869.mp4
NAO;2179,54;The.Captive.2014.1080p.BluRay.H264.AAC-RARBG.mkv;The.Captive.2014.1080p.H265.mkv;The.Captive.2014.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/The.Captive.2014.1080p.BluRay.H264.AAC-RARBG/The.Captive.2014.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2177,46;Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT.mkv;Tokyo.2008.1080p.H265.mkv;Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT/Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2158,30;The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG.mkv;The.Flash.2023.1080p.H265.mkv;The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG[TGx];/mnt/Media/filmes/2023/The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG[TGx]/The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG.mkv
NAO;2132,42;The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG.mkv;The.Devil.Wears.Prada.2006.1080p.H265.mkv;The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG/The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2129,43;Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv;Law.Abiding.Citizen.2009.1080p.H265.mkv;Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG/Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2127,89;Knights.Of.The.Zodiac.2023.1080p.WEBRip.x264.AAC5.1-LAMA.mp4;Knights.Of.The.Zodiac.2023.1080p.H265.mp4;Knights Of The Zodiac (2023) 1080p WEBRip 5.1-LAMA;/mnt/Media/filmes/2023/Knights Of The Zodiac (2023) 1080p WEBRip 5.1-LAMA/Knights.Of.The.Zodiac.2023.1080p.WEBRip.x264.AAC5.1-LAMA.mp4
NAO;2126,85;Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG.mkv;Terminator.3.Rise.of.the.Machines.2003.1080p.H265.mkv;Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Terminator/Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG/Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2105,07;Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv;Predator.2.1990.1080p.H265.mkv;Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Predator/Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG/Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2099,21;Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG.mkv;Skiptrace.2016.1080p.H265.mkv;Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2016/Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG/Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2098,15;X-Men.Origins.Wolverine.2009.1080p.BluRay.H264.AAC-RARBG.mp4;X-Men.Origins.Wolverine.2009.1080p.H265.mp4;X-Men.Origins.Wolverine.2009.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Marvel-DC/X-Men/X-Men.Origins.Wolverine.2009.1080p.BluRay.H264.AAC-RARBG/X-Men.Origins.Wolverine.2009.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2098,11;Hacker.2016.1080p.BluRay.H264.AAC-RARBG.mkv;Hacker.2016.1080p.H265.mkv;Hacker.2016.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2016/Hacker.2016.1080p.BluRay.H264.AAC-RARBG/Hacker.2016.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2097,95;Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG.mp4;Raya.and.the.Last.Dragon.2021.1080p.H265.mp4;Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/2021/Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG/Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG.mp4
NAO;2095,62;Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG.mkv;Raya.and.the.Last.Dragon.2021.1080p.H265.mkv;Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/2021/Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG/Raya.and.the.Last.Dragon.2021.1080p.WEBRip.x264-RARBG.mkv
NAO;2095,42;The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT.mp4;The.Housemaid.2010.1080p.H265.mp4;The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/OLD/The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT/The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT.mp4
NAO;2086,68;Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv;Miss.and.Mrs.Cops.2019.1080p.H265.mkv;Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT;/mnt/Media/filmes/Asian/Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT/Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT.mkv
NAO;2086,27;The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv;The.Terminator.1984.1080p.H265.mkv;The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Terminator/The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG/The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2076,64;Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv;Predator.1987.1080p.H265.mkv;Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Predator/Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG/Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2076,02;Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG.mp4;Cold.Skin.2017.1080p.H265.mp4;Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2017/Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG/Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2075,21;Contagion.2011.1080p.BluRay.H264.AAC-RARBG.mkv;Contagion.2011.1080p.H265.mkv;Contagion.2011.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Contagion.2011.1080p.BluRay.H264.AAC-RARBG/Contagion.2011.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2074,54;Infinite.2021.1080p.WEBRip.x264-RARBG.mp4;Infinite.2021.1080p.H265.mp4;Infinite.2021.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/2021/Infinite.2021.1080p.WEBRip.x264-RARBG/Infinite.2021.1080p.WEBRip.x264-RARBG.mp4
NAO;2072,26;Infinite.2021.1080p.WEBRip.x264-RARBG.mkv;Infinite.2021.1080p.H265.mkv;Infinite.2021.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/2021/Infinite.2021.1080p.WEBRip.x264-RARBG/Infinite.2021.1080p.WEBRip.x264-RARBG.mkv
NAO;2063,35;Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG.mkv;Think.Like.A.Man.Too.2014.1080p.H265.mkv;Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG/Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;2034,07;Rogue.Trader.1999.DVDRip.(AVC).mkv;Rogue.Trader.1999.480p.H265.mkv;Rouge Trader;/mnt/Media/filmes/OLD/Rouge Trader/Rogue.Trader.1999.DVDRip.(AVC).mkv
NAO;2033,04;The.Protege.2021.1080p.WEBRip.x264-RARBG.mp4;The.Protege.2021.1080p.H265.mp4;The.Protege.2021.1080p.WEBRip.x264-RARBG;/mnt/Media/filmes/2021/The.Protege.2021.1080p.WEBRip.x264-RARBG/The.Protege.2021.1080p.WEBRip.x264-RARBG.mp4
NAO;2032,12;Get.Out.2017.1080p.BluRay.H264.AAC-RARBG.mp4;Get.Out.2017.1080p.H265.mp4;Get.Out.2017.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2017/Get.Out.2017.1080p.BluRay.H264.AAC-RARBG/Get.Out.2017.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2029,48;Doubt.2008.1080p.BluRay.H264.AAC-RARBG.mp4;Doubt.2008.1080p.H265.mp4;Doubt.2008.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Doubt.2008.1080p.BluRay.H264.AAC-RARBG/Doubt.2008.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;2003,89;05 I Spit On Your Grave 4 Deja Vu - Horror 2019 Eng Subs 720p [H264-mp4].mp4;05.I.Spit.On.Your.Grave.4.Deja.Vu.2019.720p.H265.mp4;I Spit On Your Grave 5 Film Collection;/mnt/Media/filmes/Franquias/I Spit On Your Grave - Complete 5 Movie Collection 1978-2019 Eng Subs 720p [H264-mp4]/I Spit On Your Grave 5 Film Collection/05 I Spit On Your Grave 4 Deja Vu - Horror 2019 Eng Subs 720p [H264-mp4].mp4
NAO;2000,05;A.Fantastic.Woman.2017.HD1080P.X264.AAC.Spanish.CHS.mkv;A.Fantastic.Woman.2017.1080p.H265.mkv;A fantastic Woman;/mnt/Media/filmes/2017/A fantastic Woman/A.Fantastic.Woman.2017.HD1080P.X264.AAC.Spanish.CHS.mkv
NAO;1992,25;Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG.mkv;Hancock.2008.1080p.H265.mkv;Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG/Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;1988,88;Peppermint.2018.1080p.BluRay.H264.AAC-RARBG.mkv;Peppermint.2018.1080p.H265.mkv;Peppermint.2018.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2018/Peppermint.2018.1080p.BluRay.H264.AAC-RARBG/Peppermint.2018.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;1983,57;Human.2017.1080p.AMZN.WEB-DL.DDP2.0.H.264-NTG.mkv;Human.2017.1080p.H265.mkv;Human.2017.1080p.AMZN.WEBRip.DDP2.0.x264-NTG;/mnt/Media/filmes/2017/Human.2017.1080p.AMZN.WEBRip.DDP2.0.x264-NTG/Human.2017.1080p.AMZN.WEB-DL.DDP2.0.H.264-NTG.mkv
NAO;1973,62;Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG.mkv;Conan.The.Destroyer.1984.1080p.H265.mkv;Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG/Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;1973,16;Passion.2012.1080p.BluRay.H264.AAC-RARBG.mp4;Passion.2012.1080p.H265.mp4;Passion.2012.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Passion.2012.1080p.BluRay.H264.AAC-RARBG/Passion.2012.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;1969,10;Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG.mkv;Boss.Level.2020.1080p.H265.mkv;Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/2020/Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG/Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;1968,41;The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG.mp4;The.Animatrix.2003.1080p.H265.mp4;The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Matrix/The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG/The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;1960,77;Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG.mkv;Highlander.Endgame.2000.1080p.H265.mkv;Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/Franquias/Highlander/Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG/Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG.mkv
NAO;1950,50;Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG.mp4;Beyond.the.Edge.2013.1080p.H265.mp4;Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG;/mnt/Media/filmes/OLD/Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG/Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG.mp4
NAO;1945,17;Due Date.mp4;Due.Date.720p.H265.mp4;Due Date 2010 720p BRRip x264-HDLiTE;/mnt/Media/filmes/OLD/Due Date 2010 720p BRRip x264-HDLiTE/Due Date.mp4
