Lote_Piloto;Tamanho_MB;Nome_Original;Novo_Nome_Padronizado;Pasta_Pai;Caminho_Completo_Original
NAO;2089,07;The.Book.of.Boba.Fett.S01E05.1080p.WEB.h264-KOGi.mkv;The.Book.of.Boba.Fett.S01E05.1080p.H265.mkv;The.Book.of.Boba.Fett.S01;\\192.168.0.99\Media\series\The.Book.of.Boba.Fett.S01\The.Book.of.Boba.Fett.S01E05.1080p.WEB.h264-KOGi.mkv
NAO;2080,32;Yumi's.Cells.S01E13.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E13.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E13.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2079,30;Andor.S01E03.1080p.WEB.h264-KOGi.mkv;Andor.S01E03.1080p.H265.mkv;Andor.S01E03.1080p.WEB.h264-KOGi[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E03.1080p.WEB.h264-KOGi[rarbg]\Andor.S01E03.1080p.WEB.h264-KOGi.mkv
NAO;2072,32;The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED.mkv;The.Mandalorian.S01E05.1080p.H265.mkv;The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv]\The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED.mkv
NAO;2072,01;Yumi's.Cells.S01E14.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E14.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E14.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2065,89;andor.s01e09.repack.1080p.web.h264-ggez.mkv;andor.S01E09.1080p.H265.mkv;Andor.S01E09.REPACK.1080p.WEB.H264-GGEZ[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E09.REPACK.1080p.WEB.H264-GGEZ[rarbg]\andor.s01e09.repack.1080p.web.h264-ggez.mkv
NAO;2065,67;The.Book.of.Boba.Fett.S01E04.1080p.WEB.h264-KOGi.mkv;The.Book.of.Boba.Fett.S01E04.1080p.H265.mkv;The.Book.of.Boba.Fett.S01;\\192.168.0.99\Media\series\The.Book.of.Boba.Fett.S01\The.Book.of.Boba.Fett.S01E04.1080p.WEB.h264-KOGi.mkv
NAO;2054,34;Yumi's.Cells.S01E04.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E04.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E04.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2029,83;Yumi's.Cells.S01E09.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E09.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E09.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2026,04;Yumi's.Cells.S01E10.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E10.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E10.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2022,34;Cleaning.Up.S01E14.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E14.1080p.H265.mp4;Cleaning.Up.S01E14.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E14.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E14.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2018,65;Yumi's.Cells.S01E06.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E06.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E06.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2012,78;andor.s01e07.1080p.web.h264-poke.mkv;andor.S01E07.1080p.H265.mkv;Andor.S01E07.1080P.WEB.H264-POKE[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E07.1080P.WEB.H264-POKE[rarbg]\andor.s01e07.1080p.web.h264-poke.mkv
NAO;2010,57;Cleaning.Up.S01E08.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E08.1080p.H265.mp4;Cleaning.Up.S01E08.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E08.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E08.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;2009,24;The.Mandalorian.S03E06.1080p.WEB.h264-EDITH.mkv;The.Mandalorian.S03E06.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E06.1080p.WEB.h264-EDITH.mkv
NAO;2005,11;Ahsoka.S01E05.Part.Five.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E05.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E05.Part.Five.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1988,61;Cleaning.Up.S01E02.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E02.1080p.H265.mp4;Cleaning.Up.S01E02.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E02.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E02.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1987,10;Cleaning.Up.S01E05.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E05.1080p.H265.mp4;Cleaning.Up.S01E05.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E05.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E05.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1981,78;Cleaning.Up.S01E07.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E07.1080p.H265.mp4;Cleaning.Up.S01E07.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E07.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E07.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1980,01;The.Mandalorian.S03E08.1080p.web.h264-ggez.mkv;The.Mandalorian.S03E08.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E08.1080p.web.h264-ggez.mkv
NAO;1979,53;Yumi's.Cells.S01E05.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Yumi_s.Cells.S01E05.1080p.H265.mp4;Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Yumis.Cells\Yumis.Cells.S01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Yumi's.Cells.S01E05.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1975,68;Avatar.The.Last.Airbender.S01E03.Omashu.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv;Avatar.The.Last.Airbender.S01E03.1080p.H265.mkv;Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx];\\192.168.0.99\Media\series\Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx]\Avatar.The.Last.Airbender.S01E03.Omashu.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv
NAO;1970,21;ahsoka.s01e08.1080p.web.h264-lazycunts.mkv;ahsoka.S01E08.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\ahsoka.s01e08.1080p.web.h264-lazycunts.mkv
NAO;1961,95;Avatar.The.Last.Airbender.S01E05.Spirited.Away.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv;Avatar.The.Last.Airbender.S01E05.1080p.H265.mkv;Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx];\\192.168.0.99\Media\series\Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx]\Avatar.The.Last.Airbender.S01E05.Spirited.Away.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv
NAO;1961,02;The.Mandalorian.S03E05.1080p.web.h264-cakes.mkv;The.Mandalorian.S03E05.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E05.1080p.web.h264-cakes.mkv
NAO;1952,95;Cleaning.Up.S01E12.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E12.1080p.H265.mp4;Cleaning.Up.S01E12.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E12.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E12.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1925,88;andor.s01e10.1080p.web.h264-ggez.mkv;andor.S01E10.1080p.H265.mkv;Andor.S01E10.1080p.WEB.H264-GGEZ[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E10.1080p.WEB.H264-GGEZ[rarbg]\andor.s01e10.1080p.web.h264-ggez.mkv
NAO;1923,57;Ahsoka.S01E07.Part.Seven.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E07.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E07.Part.Seven.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1920,95;Obi-Wan.Kenobi.S01E02.1080p.WEB.h264-KOGi.mkv;Obi-Wan.Kenobi.S01E02.1080p.H265.mkv;Obi-Wan.Kenobi.S01;\\192.168.0.99\Media\series\Obi-Wan.Kenobi.S01\Obi-Wan.Kenobi.S01E02.1080p.WEB.h264-KOGi.mkv
NAO;1914,00;Star.Wars.Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Star.Wars.Andor.S01E11.1080p.H265.mkv;Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg]\Star.Wars.Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1912,02;The.Mandalorian.S03E02.1080p.web.h264-ggez.mkv;The.Mandalorian.S03E02.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E02.1080p.web.h264-ggez.mkv
NAO;1902,39;Tomorrow.With.You.2017.S01E16.END.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E16.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E16.END.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1896,13;Cleaning.Up.S01E06.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E06.1080p.H265.mp4;Cleaning.Up.S01E06.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E06.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E06.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1893,65;Andor.S01E01.1080p.WEB.h264-KOGi.mkv;Andor.S01E01.1080p.H265.mkv;Andor.S01E01.1080p.WEB.h264-KOGi[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E01.1080p.WEB.h264-KOGi[rarbg]\Andor.S01E01.1080p.WEB.h264-KOGi.mkv
NAO;1879,53;The.Book.of.Boba.Fett.S01E01.1080p.WEB.h264-KOGi.mkv;The.Book.of.Boba.Fett.S01E01.1080p.H265.mkv;The.Book.of.Boba.Fett.S01;\\192.168.0.99\Media\series\The.Book.of.Boba.Fett.S01\The.Book.of.Boba.Fett.S01E01.1080p.WEB.h264-KOGi.mkv
NAO;1860,46;andor.s01e05.1080p.web.h264-dryb.mkv;andor.S01E05.1080p.H265.mkv;Andor.S01E05.1080p.WEB.H264-DRYB[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E05.1080p.WEB.H264-DRYB[rarbg]\andor.s01e05.1080p.web.h264-dryb.mkv
NAO;1850,82;Cleaning.Up.S01E09.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E09.1080p.H265.mp4;Cleaning.Up.S01E09.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E09.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E09.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1816,75;Tomorrow.With.You.2017.S01E04.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E04.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E04.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1816,60;Avatar.The.Last.Airbender.S01E02.Warriors.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv;Avatar.The.Last.Airbender.S01E02.1080p.H265.mkv;Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx];\\192.168.0.99\Media\series\Avatar.The.Last.Airbender.S01.COMPLETE.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN[TGx]\Avatar.The.Last.Airbender.S01E02.Warriors.1080p.NF.WEB-DL.DDP5.1.x264-LiTTLEBLUEMAN.mkv
NAO;1805,49;Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi.mkv;Obi-Wan.Kenobi.S01E04.1080p.H265.mkv;Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi[rarbg];\\192.168.0.99\Media\series\Obi-Wan.Kenobi.S01\Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi[rarbg]\Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi.mkv
NAO;1774,95;Cleaning.Up.S01E10.1080p.WEB-DL.H264.AAC-AppleTor.mp4;Cleaning.Up.S01E10.1080p.H265.mp4;Cleaning.Up.S01E10.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E10.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv]\Cleaning.Up.S01E10.1080p.WEB-DL.H264.AAC-AppleTor.mp4
NAO;1764,48;Tomorrow.With.You.2017.S01E07.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E07.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E07.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1762,96;Ahsoka.S01E02.Part.Two.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E02.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E02.Part.Two.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1736,92;Tomorrow.With.You.2017.S01E08.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E08.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E08.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1728,96;Ahsoka.S01E06.Part.Six.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E06.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E06.Part.Six.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1710,59;The.Mandalorian.S03E01.1080p.WEB.h264-TRUFFLE.mkv;The.Mandalorian.S03E01.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E01.1080p.WEB.h264-TRUFFLE.mkv
NAO;1708,35;Andor.S01E02.1080p.WEB.h264-KOGi.mkv;Andor.S01E02.1080p.H265.mkv;Andor.S01E02.1080p.WEB.h264-KOGi[rarbg];\\192.168.0.99\Media\series\Andor\Andor.S01E02.1080p.WEB.h264-KOGi[rarbg]\Andor.S01E02.1080p.WEB.h264-KOGi.mkv
NAO;1707,06;Tomorrow.With.You.2017.S01E05.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E05.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E05.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1700,49;Manhattan S01E01.mp4;Manhattan.S01E01.1080p.H265.mp4;Season 1;\\192.168.0.99\Media\series\Manhattan Season 1 and 2 Mp4 1080p\Season 1\Manhattan S01E01.mp4
NAO;1694,06;Yumi's.Cells.S02E08.1080p.WEB-DL.AAC.H.264-Taengoo.mkv;Yumi_s.Cells.S02E08.1080p.H265.mkv;Yumis.Cells.S02E08.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E08.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv]\Yumi's.Cells.S02E08.1080p.WEB-DL.AAC.H.264-Taengoo.mkv
NAO;1676,75;The.Book.of.Boba.Fett.S01E03.1080p.WEB.h264-KOGi.mkv;The.Book.of.Boba.Fett.S01E03.1080p.H265.mkv;The.Book.of.Boba.Fett.S01;\\192.168.0.99\Media\series\The.Book.of.Boba.Fett.S01\The.Book.of.Boba.Fett.S01E03.1080p.WEB.h264-KOGi.mkv
NAO;1675,20;Ahsoka.S01E04.Part.Four.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E04.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E04.Part.Four.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1670,97;Tomorrow.With.You.2017.S01E10.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E10.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E10.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1669,95;Tomorrow.With.You.2017.S01E15.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E15.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E15.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1666,52;Tomorrow.With.You.2017.S01E02.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E02.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E02.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1650,73;Tomorrow.With.You.2017.S01E03.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E03.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E03.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1642,29;Tomorrow.With.You.2017.S01E13.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E13.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E13.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1640,97;Manhattan S01E02.mp4;Manhattan.S01E02.1080p.H265.mp4;Season 1;\\192.168.0.99\Media\series\Manhattan Season 1 and 2 Mp4 1080p\Season 1\Manhattan S01E02.mp4
NAO;1635,69;Manhattan S02E01.mp4;Manhattan.S02E01.1080p.H265.mp4;Season 2;\\192.168.0.99\Media\series\Manhattan Season 1 and 2 Mp4 1080p\Season 2\Manhattan S02E01.mp4
NAO;1631,68;Yumi's.Cells.S02E05.1080p.WEB-DL.AAC.H.264-Taengoo.mkv;Yumi_s.Cells.S02E05.1080p.H265.mkv;Yumis.Cells.S02E05.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E05.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv]\Yumi's.Cells.S02E05.1080p.WEB-DL.AAC.H.264-Taengoo.mkv
NAO;1591,31;Tomorrow.With.You.2017.S01E09.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E09.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E09.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1585,05;The.Mandalorian.S03E04.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;The.Mandalorian.S03E04.1080p.H265.mkv;The.Mandalorian.S03;\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S03\The.Mandalorian.S03E04.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
NAO;1561,75;Manhattan S01E13.mp4;Manhattan.S01E13.1080p.H265.mp4;Season 1;\\192.168.0.99\Media\series\Manhattan Season 1 and 2 Mp4 1080p\Season 1\Manhattan S01E13.mp4
NAO;1560,43;Manhattan S02E10.mp4;Manhattan.S02E10.1080p.H265.mp4;Season 2;\\192.168.0.99\Media\series\Manhattan Season 1 and 2 Mp4 1080p\Season 2\Manhattan S02E10.mp4
NAO;1554,20;Tomorrow.With.You.2017.S01E06.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv;Tomorrow.With.You.2017.S01E06.1080p.H265.mkv;Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv];\\192.168.0.99\Media\series\Tomorrow.With.You.2017.KOREAN.1080p.NF.WEBRip.DDP2.0.x264-deeplife[rartv]\Tomorrow.With.You.2017.S01E06.1080p.NF.WEB-DL.DDP2.0.x264-deeplife.mkv
NAO;1528,38;Ahsoka.S01E03.Part.Three.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv;Ahsoka.S01E03.1080p.H265.mkv;Ahsoka.S01;\\192.168.0.99\Media\series\Ahsoka.S01\Ahsoka.S01E03.Part.Three.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv
