Raiz;Categoria (Nível 1);Subpasta (Nível 2);Subpasta (Nível 3);Subpasta (Nível 4);Caminho Completo;Oportunidade (GB);Pendentes;Total de Arquivos
\\192.168.0.99\Media\;filmes;OLD;Passion.2012.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Passion.2012.1080p.BluRay.H264.AAC-RARBG;1,93;1;1
\\192.168.0.99\Media\;filmes;2020;Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2020\Boss.Level.2020.1080p.BluRay.H264.AAC-RARBG;1,92;1;1
\\192.168.0.99\Media\;filmes;Franquias;Matrix;The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Matrix\The.Animatrix.2003.1080p.BluRay.H264.AAC-RARBG;1,92;1;1
\\192.168.0.99\Media\;filmes;Franquias;Highlander;Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Highlander\Highlander.Endgame.2000.1080p.BluRay.H264.AAC-RARBG;1,91;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E12.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E12.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,91;1;1
\\192.168.0.99\Media\;filmes;OLD;Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Beyond.the.Edge.2013.1080p.BluRay.H264.AAC-RARBG;1,9;1;1
\\192.168.0.99\Media\;filmes;OLD;Due Date 2010 720p BRRip x264-HDLiTE;;\\192.168.0.99\Media\filmes\OLD\Due Date 2010 720p BRRip x264-HDLiTE;1,9;1;1
\\192.168.0.99\Media\;filmes;Franquias;Predator;Prey.2022.PROPER.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\Predator\Prey.2022.PROPER.1080p.WEBRip.x264-RARBG;1,9;1;1
\\192.168.0.99\Media\;filmes;2019;Zombieland.Double.Tap.2019.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2019\Zombieland.Double.Tap.2019.1080p.BluRay.H264.AAC-RARBG;1,89;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Accel World;Serie;;\\192.168.0.99\Media\Anime-Cartoon\Accel World\Serie;1,88;24;24
\\192.168.0.99\Media\;series;Andor;Andor.S01E10.1080p.WEB.H264-GGEZ[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E10.1080p.WEB.H264-GGEZ[rarbg];1,88;1;1
\\192.168.0.99\Media\;filmes;2020;Honest.Thief.2020.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2020\Honest.Thief.2020.1080p.BluRay.H264.AAC-RARBG;1,87;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Contractor.2007.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Contractor.2007.1080p.BluRay.H264.AAC-RARBG;1,87;1;1
\\192.168.0.99\Media\;filmes;Franquias;Taken;Taken.2.2012.UNRATED.EXTENDED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Taken\Taken.2.2012.UNRATED.EXTENDED.1080p.BluRay.H264.AAC-RARBG;1,87;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E11.Daughter.of.Ferrix.1080p.DSNP.WEBRip.DDP5.1.x264-NTb[rarbg];1,87;1;1
\\192.168.0.99\Media\;filmes;OLD;Men.In.Black.1997.REMASTERED.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Men.In.Black.1997.REMASTERED.1080p.BluRay.H264.AAC-RARBG;1,86;1;1
\\192.168.0.99\Media\;filmes;2016;Arrival.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];;\\192.168.0.99\Media\filmes\2016\Arrival.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];1,86;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Limitações dos Modelos;Limitações dos Modelos - Rodolfo Amstalden;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Limitações dos Modelos\Limitações dos Modelos - Rodolfo Amstalden;1,86;8;8
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E06.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E06.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,85;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E01.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E01.1080p.WEB.h264-KOGi[rarbg];1,85;1;1
\\192.168.0.99\Media\;filmes;OLD;R.I.P.D.2013.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\R.I.P.D.2013.1080p.BluRay.H264.AAC-RARBG;1,83;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Ugly.Truth.2009.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Ugly.Truth.2009.1080p.BluRay.H264.AAC-RARBG;1,83;1;1
\\192.168.0.99\Media\;filmes;Hitman.Agent.47.2015.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\Hitman.Agent.47.2015.1080p.BluRay.H264.AAC-RARBG;1,83;1;1
\\192.168.0.99\Media\;filmes;Franquias;escalada;Sherpa.2015.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\escalada\Sherpa.2015.1080p.BluRay.H264.AAC-RARBG;1,83;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Limitações dos Modelos;Limitações dos Modelos - Murilo Breder;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Limitações dos Modelos\Limitações dos Modelos - Murilo Breder;1,83;6;6
\\192.168.0.99\Media\;filmes;2023;Simulant.2023.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2023\Simulant.2023.1080p.WEBRip.x264-RARBG;1,83;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;S04;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\S04;1,82;9;9
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S02;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S02\8bit\Old;1,82;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Hitoribocchi no Isekai Kouryaku;;;\\192.168.0.99\Media\Anime-Cartoon\Hitoribocchi no Isekai Kouryaku;1,82;2;8
\\192.168.0.99\Media\;series;Andor;Andor.S01E05.1080p.WEB.H264-DRYB[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E05.1080p.WEB.H264-DRYB[rarbg];1,82;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E09.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E09.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,81;1;1
\\192.168.0.99\Media\;filmes;OLD;Hitman.2007.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Hitman.2007.1080p.BluRay.H264.AAC-RARBG;1,79;1;1
\\192.168.0.99\Media\;filmes;Franquias;Taken;Taken.2008.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Taken\Taken.2008.1080p.BluRay.H264.AAC-RARBG;1,78;1;1
\\192.168.0.99\Media\;filmes;OLD;Rambo.First.Blood.1982.REMASTERED.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Rambo.First.Blood.1982.REMASTERED.1080p.BluRay.H264.AAC-RARBG;1,78;1;1
\\192.168.0.99\Media\;series;Obi-Wan.Kenobi.S01;Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Obi-Wan.Kenobi.S01\Obi-Wan.Kenobi.S01E04.1080p.WEB.h264-KOGi[rarbg];1,76;1;1
\\192.168.0.99\Media\;filmes;OLD;Perfect.Sense.2011.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Perfect.Sense.2011.1080p.BluRay.H264.AAC-RARBG;1,75;1;1
\\192.168.0.99\Media\;filmes;2017;The.Beyond.2017.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2017\The.Beyond.2017.1080p.WEBRip.x264-RARBG;1,75;1;1
\\192.168.0.99\Media\;filmes;OLD;The Last Airbender 2010 720p BRRip x264-HDLiTE;;\\192.168.0.99\Media\filmes\OLD\The Last Airbender 2010 720p BRRip x264-HDLiTE;1,74;1;1
\\192.168.0.99\Media\;filmes;2019;Cold.Blood.Legacy.2019.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2019\Cold.Blood.Legacy.2019.1080p.WEBRip.x264-RARBG;1,74;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E10.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E10.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,73;1;1
\\192.168.0.99\Media\;filmes;2017;The.Shape.of.Water.2017.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];;\\192.168.0.99\Media\filmes\2017\The.Shape.of.Water.2017.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];1,72;2;2
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;10bits;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03\10bits;1,72;13;13
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S04;10bits;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S04\10bits;1,72;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Paripi Koumei;SUBS;;\\192.168.0.99\Media\Anime-Cartoon\Paripi Koumei\SUBS;1,7;9;9
\\192.168.0.99\Media\;filmes;2016;Live.by.Night.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];;\\192.168.0.99\Media\filmes\2016\Live.by.Night.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];1,7;2;2
\\192.168.0.99\Media\;filmes;2021;Nobody (2021) [1080p] [WEBRip] [5.1] [YTS.MX];;\\192.168.0.99\Media\filmes\2021\Nobody (2021) [1080p] [WEBRip] [5.1] [YTS.MX];1,69;1;1
\\192.168.0.99\Media\;filmes;OLD;Attack.The.Block.2011.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Attack.The.Block.2011.1080p.BluRay.H264.AAC-RARBG;1,67;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Dr.Strange.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Dr.Strange.2016.DVDScr.XVID.AC3.HQ.Hive-CM8[oscars];1,67;3;3
\\192.168.0.99\Media\;series;Andor;Andor.S01E02.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E02.1080p.WEB.h264-KOGi[rarbg];1,67;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Honzuki no Gekokujou_ Seasons_1-2-3+OVA;;;\\192.168.0.99\Media\Anime-Cartoon\Honzuki no Gekokujou_ Seasons_1-2-3+OVA;1,65;2;2
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E08.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E08.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,65;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 0 - Primeiros Passos;Os novos Rumos da Economia no Brasil - Gustavo Loyola;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 0 - Primeiros Passos\Os novos Rumos da Economia no Brasil - Gustavo Loyola;1,65;5;5
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Black.Panther.2018.720p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Black.Panther.2018.720p.BluRay.H264.AAC-RARBG;1,62;1;1
\\192.168.0.99\Media\;filmes;OLD;Limitless 2011 720p BRRip XviD (avi) [TFRG];;\\192.168.0.99\Media\filmes\OLD\Limitless 2011 720p BRRip XviD (avi) [TFRG];1,62;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Im.the.Evil.Lord.of.an.Intergalactic.Empire-Ore wa Seikan Kokka no Akutoku Ryoushu;;;\\192.168.0.99\Media\Anime-Cartoon\Im.the.Evil.Lord.of.an.Intergalactic.Empire-Ore wa Seikan Kokka no Akutoku Ryoushu;1,61;2;12
\\192.168.0.99\Media\;filmes;2023;Killers.Of.The.Flower.Moon.2023.1080p.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Killers.Of.The.Flower.Moon.2023.1080p.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];1,61;1;1
\\192.168.0.99\Media\;filmes;2023;Rebel.Moon.Part.One.A.Child.of.Fire.2023.1080p.NF.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Rebel.Moon.Part.One.A.Child.of.Fire.2023.1080p.NF.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];1,61;1;1
\\192.168.0.99\Media\;filmes;2023;Napoleon.2023.1080p.AMZN.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Napoleon.2023.1080p.AMZN.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];1,61;1;1
\\192.168.0.99\Media\;filmes;2023;Indiana.Jones.and.the.Dial.of.Destiny.2023.1080p.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Indiana.Jones.and.the.Dial.of.Destiny.2023.1080p.WEBRip.1600MB.DD5.1.x264-GalaxyRG[TGx];1,6;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E05.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E05.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,59;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Dr. Stone;;;\\192.168.0.99\Media\Anime-Cartoon\Dr. Stone;1,58;1;1
\\192.168.0.99\Media\;filmes;OLD;Starship.Troopers.1997.720p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Starship.Troopers.1997.720p.BluRay.H264.AAC-RARBG;1,57;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S01;10Bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S01\10Bit;1,56;13;13
\\192.168.0.99\Media\;Imagens;Italia-Mae;;;\\192.168.0.99\Media\Imagens\Italia-Mae;1,56;40;40
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S02;10bits;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S02\10bits;1,53;12;12
\\192.168.0.99\Media\;filmes;Franquias;Terminator;Terminator.Genisys.2015.720p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Terminator\Terminator.Genisys.2015.720p.BluRay.H264.AAC-RARBG;1,52;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 1 - Fundamentos de Economia e Finanças;Macroeconomia - Alexandre Schwartsman;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 1 - Fundamentos de Economia e Finanças\Macroeconomia - Alexandre Schwartsman;1,51;6;6
\\192.168.0.99\Media\;filmes;The.Adventures.of.Beatle.2015.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\The.Adventures.of.Beatle.2015.1080p.BluRay.H264.AAC-RARBG;1,5;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 2 - Princípios de Finanças Corporativas;Contabilidade e Análise das Demonstrações Financeiras - Rodolfo Olivo;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 2 - Princípios de Finanças Corporativas\Contabilidade e Análise das Demonstrações Financeiras - Rodolfo Olivo;1,5;9;9
\\192.168.0.99\Media\;filmes;OLD;The.Wind.Rises.2013.720p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Wind.Rises.2013.720p.BluRay.H264.AAC-RARBG;1,5;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 2 - Princípios de Finanças Corporativas;Gestão Clássica de Carteiras - Rodolfo Amstalden;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 2 - Princípios de Finanças Corporativas\Gestão Clássica de Carteiras - Rodolfo Amstalden;1,49;8;8
\\192.168.0.99\Media\;filmes;Franquias;The_Girl_With_The_Dragon_Tatoo;The Girl With The Dragon Tatoo(2011)(R5)(1,5 GB)(nlubs-ext)(Xvid)-TBS;\\192.168.0.99\Media\filmes\Franquias\The_Girl_With_The_Dragon_Tatoo\The Girl With The Dragon Tatoo(2011)(R5)(1,5 GB)(nlubs-ext)(Xvid)-TBS\Movie;1,48;1;1
\\192.168.0.99\Media\;filmes;The.Brave.One.2007.720p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\The.Brave.One.2007.720p.BluRay.H264.AAC-RARBG;1,48;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E14.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E14.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,46;1;1
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On! The Movie;\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On! The Movie;1,45;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Kimetsu.no.Yaiba;[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle];Legendas;\\192.168.0.99\Media\Anime-Cartoon\Kimetsu.no.Yaiba\[Erai-raws] Kimetsu no Yaiba - 01 ~ 26 [720p][Multiple Subtitle]\Legendas\09;1,45;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E07.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E07.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,45;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E04.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E04.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,44;1;1
\\192.168.0.99\Media\;filmes;2023;The.Killer.2023.1080p.NF.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\The.Killer.2023.1080p.NF.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,41;1;1
\\192.168.0.99\Media\;filmes;2023;The.Equalizer.3.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\The.Equalizer.3.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Hanyou no Yashahime;Hanyou no Yashahime - Sengoku Otogizoushi2021;17old;\\192.168.0.99\Media\Anime-Cartoon\Hanyou no Yashahime\Hanyou no Yashahime - Sengoku Otogizoushi2021\17old;1,4;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;Miraculous.Ladybug.and.Cat.Noir.The.Movie.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\Miraculous.Ladybug.and.Cat.Noir.The.Movie.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;2023;Finestkind.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Finestkind.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;2023;In.The.Land.Of.Saints.And.Sinners.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\In.The.Land.Of.Saints.And.Sinners.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Haikyuu!!;Haikyu.The.Dumpster.Battle.2024.JAPANESE.1080p.WEBRip.1400MB.DD2.0.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\Anime-Cartoon\Haikyuu!!\Haikyu.The.Dumpster.Battle.2024.JAPANESE.1080p.WEBRip.1400MB.DD2.0.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;2023;Fast.Charlie.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Fast.Charlie.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;Franquias;Godzilla;Godzilla.x.Kong.The.New.Empire.2024.REPACK2.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];\\192.168.0.99\Media\filmes\Franquias\Godzilla\Godzilla.x.Kong.The.New.Empire.2024.REPACK2.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;2023;Freelance.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Freelance.2023.1080p.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;2023;Silent.Night.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\Silent.Night.2023.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;filmes;The.Beekeeper.2024.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];;;\\192.168.0.99\Media\filmes\The.Beekeeper.2024.1080p.AMZN.WEBRip.1400MB.DD5.1.x264-GalaxyRG[TGx];1,4;1;1
\\192.168.0.99\Media\;Anime-Cartoon;YumeTsukai;;;\\192.168.0.99\Media\Anime-Cartoon\YumeTsukai;1,4;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Twilight.of.the.Gods.S01.COMPLETE.720p.NF.WEBRip.x264-GalaxyTV[TGx];;;\\192.168.0.99\Media\Anime-Cartoon\Twilight.of.the.Gods.S01.COMPLETE.720p.NF.WEBRip.x264-GalaxyTV[TGx];1,39;8;8
\\192.168.0.99\Media\;Anime-Cartoon;Trillion Game;;;\\192.168.0.99\Media\Anime-Cartoon\Trillion Game;1,38;1;4
\\192.168.0.99\Media\;Anime-Cartoon;Failure Frame;;;\\192.168.0.99\Media\Anime-Cartoon\Failure Frame;1,38;1;11
\\192.168.0.99\Media\;filmes;OLD;l-outsider;;\\192.168.0.99\Media\filmes\OLD\l-outsider;1,38;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Yuru_Camp;;;\\192.168.0.99\Media\Anime-Cartoon\Yuru_Camp;1,38;5;6
\\192.168.0.99\Media\;Anime-Cartoon;Solo Level - Ore dake Level Up na Ken;old;;\\192.168.0.99\Media\Anime-Cartoon\Solo Level - Ore dake Level Up na Ken\old;1,37;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E03.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E03.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,37;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E11.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E11.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,36;1;1
\\192.168.0.99\Media\;filmes;2022;Fantastic.Beasts.The.Secrets.of.Dumbledore.2022.KORSUB.HDRip.x264.AAC2.0-SHITBOX;;\\192.168.0.99\Media\filmes\2022\Fantastic.Beasts.The.Secrets.of.Dumbledore.2022.KORSUB.HDRip.x264.AAC2.0-SHITBOX;1,36;1;1
\\192.168.0.99\Media\;filmes;2017;Atomica.2017.HDRip.XviD.AC3-EVO;;\\192.168.0.99\Media\filmes\2017\Atomica.2017.HDRip.XviD.AC3-EVO;1,36;1;1
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E06.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E06.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,36;1;1
\\192.168.0.99\Media\;filmes;OLD;Un cuento chino;;\\192.168.0.99\Media\filmes\OLD\Un cuento chino;1,35;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Potion-danomi de Ikinobimasu;;;\\192.168.0.99\Media\Anime-Cartoon\Potion-danomi de Ikinobimasu;1,35;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Clevatess;;;\\192.168.0.99\Media\Anime-Cartoon\Clevatess;1,35;1;9
\\192.168.0.99\Media\;series;Yumis.Cells;S02;Yumis.Cells.S02E12.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];\\192.168.0.99\Media\series\Yumis.Cells\S02\Yumis.Cells.S02E12.KOREAN.1080p.WEBRip.AAC2.0.x264-Taengoo[rartv];1,35;1;1
